rank,rank_change,title,revenue,revenue_change,profits,expenses,profit_change,assets,market_value,employees,ceo_title,sector,industry,years_on_fortune_500,city,state
394,-53,Weyerhaeuser,"7,196",-8.90%,582.00,6614,-43.30%,"$18,059","$26,463","9,300","President, Chief Executive Officer &  Director",Materials,Forest and Paper Products,24,Seattle,WA
395,12,J.B. Hunt Transport Services,"7,190",9.70%,686.30,6503.7,58.80%,"$4,465","$12,858","24,681","President, Chief Executive Officer &  Director",Transportation,"Trucking, Truck Leasing",6,Lowell,AR
396,-11,Darden Restaurants,"7,170",3.40%,479.10,6690.9,27.80%,"$5,504","$10,531","178,729","President, Chief Executive Officer &  Director","Hotels, Restaurants &  Leisure",Food Services,22,Orlando,FL
397,2,Yum China Holdings,"7,144",5.80%,403.00,6741,-19.70%,"$4,263","$16,009","450,000",Chairman &  Chief Executive Officer,"Hotels, Restaurants &  Leisure",Food Services,2,Plano,TX
398,105,Blackstone Group,"7,119",38.90%,"1,470.80",5648.2,41.50%,"$34,429","$21,058","2,360",Chairman &  Chief Executive Officer,Financials,Diversified Financials,3,New York,NY
399,14,Berry Global Group,"7,095",9.30%,340.00,6755,44.10%,"$8,476","$7,191","23,000",Chairman &  Chief Executive Officer,Materials,"Packaging, Containers",2,Evansville,IN
400,21,Builders FirstSource,"7,034",10.50%,38.80,6995.2,-73.10%,"$3,006","$2,264","15,000","President, Chief Executive Officer &  Director",Materials,"Building Materials, Glass",2,Dallas,TX
401,5,Activision Blizzard,"7,017",6.20%,273.00,6744,-71.70%,"$18,668","$51,177","9,800",Chairman &  Chief Executive Officer,Technology,Entertainment,2,Santa Monica,CA
402,1,JetBlue Airways,"7,015",5.80%,"1,147.00",5868,51.10%,"$9,781","$6,540","17,424","President, Chief Executive Officer &  Director",Transportation,Airlines,6,,NY
403,21,Amphenol,"7,011",11.50%,650.50,6360.5,-21.00%,"$10,004","$26,311","70,000","President, Chief Executive Officer &  Director",Technology,Network and Other Communications Equipment,4,Wallingford,CT
404,-9,A-Mark Precious Metals,"6,990",3.00%,7.10,6982.9,-23.60%,$479,$86,126,Chairman &  Chief Executive Officer,Materials,Miscellaneous,4,El Segundo,CA
405,-12,Spirit AeroSystems Holdings,"6,983",2.80%,354.90,6628.1,-24.40%,"$5,268","$9,595","15,500","President, Chief Executive Officer &  Director",Aerospace &  Defense,Aerospace and Defense,4,Wichita,KS
406,-18,R.R. Donnelley & Sons,"6,940",0.60%,-34.40,6974.4,-,"$3,905",$612,"42,700","President, Chief Executive Officer &  Director",Media,"Publishing, Printing",24,Chicago,IL
407,-44,Harris,"6,939",-7.80%,553.00,6386,70.70%,"$10,090","$19,149","17,000","Chairman, President &  Chief Executive Officer",Aerospace &  Defense,Aerospace and Defense,14,Melbourne,FL
408,21,Expeditors Intl. of Washington,"6,921",13.50%,489.30,6431.7,13.60%,"$3,117","$11,087","16,500","President, Chief Executive Officer &  Director",Transportation,Transportation and Logistics,11,Seattle,WA
409,3,Discovery,"6,873",5.80%,-337.00,7210,-128.20%,"$22,555","$11,156","7,000","President, Chief Executive Officer &  Director",Media,Entertainment,5,Silver Spring,MD
410,-9,Owens-Illinois,"6,869",2.50%,180.00,6689,-13.90%,"$9,756","$3,538","26,500","President, Chief Executive Officer &  Director",Materials,"Packaging, Containers",24,Perrysburg,OH
411,3,Sanmina,"6,869",6.00%,138.80,6730.2,-26.10%,"$3,847","$1,863","41,250",Chairman &  Chief Executive Officer,Technology,Semiconductors and Other Electronic Components,18,San Jose,CA
412,67,KeyCorp,"6,868",26.70%,"1,296.00",5572,63.80%,"$137,698","$20,570","18,415","Chairman, President &  Chief Executive Officer",Financials,Commercial Banks,20,Cleveland,OH
413,-2,American Financial Group,"6,865",5.60%,475.00,6390,-26.80%,"$60,658","$9,923","7,600","President, Co-Chief Executive Officer &  Director",Financials,Insurance: Property and Casualty (Stock),19,Cincinnati,OH
414,11,Oshkosh,"6,830",8.80%,285.60,6544.4,32.00%,"$5,099","$5,768","14,000","President, Chief Executive Officer &  Director",Industrials,Construction and Farm Machinery,11,Oshkosh,WI
415,77,Rockwell Collins,"6,822",29.70%,705.00,6117,-3.20%,"$17,997","$22,108","29,000","Chairman, President &  Chief Executive Officer",Aerospace &  Defense,Aerospace and Defense,7,Cedar Rapids,IA
416,-40,Kindred Healthcare,"6,768",-6.40%,-698.40,7466.4,-,"$5,233",$836,"64,200","President, Chief Executive Officer &  Director",Health Care,Health Care: Medical Facilities,15,Louisville,KY
417,56,Insight Enterprises,"6,704",22.20%,90.70,6613.3,7.10%,"$2,686","$1,252","6,697","President, Chief Executive Officer &  Director",Technology,Information Technology Services,10,Tempe,AZ
418,-2,Dr Pepper Snapple Group,"6,690",3.90%,"1,076.00",5614,27.00%,"$10,022","$21,278","21,000","President, Chief Executive Officer &  Director","Food, Beverages &  Tobacco",Beverages,10,Plano,TX
419,30,American Tower,"6,664",15.20%,"1,238.90",5425.1,29.50%,"$33,214","$64,073","4,752","Chairman, President &  Chief Executive Officer",Financials,Real estate,2,Boston,MA
420,-420,Fortive,"6,656",-,"1,044.50",5611.5,-,"$10,501","$26,979","26,000","President, Chief Executive Officer &  Director",Industrials,Industrial Machinery,1,Everett,WA
421,-50,Ralph Lauren,"6,653",-10.20%,-99.30,6752.3,-125.10%,"$5,652","$9,088","18,250","President, Chief Executive Officer &  Director",Apparel,Apparel,10,New York,NY
422,-4,HRG Group,"6,650",3.90%,106.00,6544,-,"$35,850","$3,328","17,113",Chairman &  Chief Executive Officer,Household Products,Household and Personal Products,5,New York,NY
423,-39,Ascena Retail Group,"6,650",-4.90%,"-1,067.30",7717.3,-,"$3,872",$394,"40,000",Chairman &  Chief Executive Officer,Retailing,Specialty Retailers: Apparel,2,Mahwah,NJ
424,28,United Rentals,"6,641",15.30%,"1,346.00",5295,137.80%,"$15,030","$14,537","14,800",Chairman &  Chief Executive Officer,Business Services,Miscellaneous,5,Stamford,CT
425,-2,Caseys General Stores,"6,641",5.30%,177.50,6463.5,-21.50%,"$3,020","$4,120","25,463","President, Chief Executive Officer &  Director",Retailing,Specialty Retailers: Other,8,Ankeny,IA
426,-6,Graybar Electric,"6,631",3.90%,71.60,6559.4,-23.10%,"$2,261",-,"8,500","Chairman, President &  Chief Executive Officer",Wholesalers,Wholesalers: Diversified,24,St. Louis,MO
427,3,Avery Dennison,"6,614",8.70%,281.80,6332.2,-12.10%,"$5,137","$9,361","30,000","President, Chief Executive Officer &  Director",Materials,"Packaging, Containers",24,Glendale,CA
428,74,MasTec,"6,607",28.70%,347.20,6259.8,164.50%,"$4,067","$3,874","17,300",Chief Executive Officer,Engineering &  Construction,"Engineering, Construction",1,Coral Gables,FL
429,-10,CMS Energy,"6,583",2.90%,460.00,6123,-16.50%,"$23,050","$12,793","7,887","President, Chief Executive Officer &  Director",Energy,Utilities: Gas and Electric,24,Jackson,MI
430,-66,HD Supply Holdings,"6,534",-13.20%,970.00,5564,394.90%,"$4,318","$7,040","11,000","Chairman, President &  Chief Executive Officer",Wholesalers,Wholesalers: Diversified,6,Atlanta,GA
431,38,Raymond James Financial,"6,525",18.20%,636.20,5888.8,20.20%,"$34,884","$13,019","12,700",Chairman &  Chief Executive Officer,Financials,Securities,3,St. Petersburg,FL
432,-23,NCR,"6,516",-0.40%,232.00,6284,-14.10%,"$7,654","$3,737","34,000",Chief Executive Officer &  Director,Technology,"Computers, Office Equipment",21,Atlanta,GA
433,-1,Hanesbrands,"6,478",6.90%,61.90,6416.1,-88.50%,"$6,895","$6,638","67,200",Chairman &  Chief Executive Officer,Apparel,Apparel,4,Winston-Salem,NC
434,-24,Asbury Automotive Group,"6,457",-1.10%,139.10,6317.9,-16.80%,"$2,357","$1,412","8,000","President, Chief Executive Officer &  Director",Retailing,"Automotive Retailing, Services",12,Duluth,GA
435,16,Citizens Financial Group,"6,454",12.00%,"1,652.00",4802,58.10%,"$152,336","$20,474","17,594","Chairman, President &  Chief Executive Officer",Financials,Commercial Banks,3,Providence,RI
436,14,Packaging Corp. of America,"6,445",11.50%,668.60,5776.4,48.70%,"$6,198","$10,633","14,600",Chairman &  Chief Executive Officer,Materials,"Packaging, Containers",4,Lake Forest,IL
437,-9,Alleghany,"6,425",4.80%,90.10,6334.9,-80.30%,"$25,384","$9,460","4,402","President, Chief Executive Officer &  Director",Financials,Insurance: Property and Casualty (Stock),4,New York,NY
438,50,Apache,"6,423",20.00%,"1,304.00",5119,-,"$21,922","$14,678","3,356","President, Chief Executive Officer &  Director",Energy,"Mining, Crude-Oil Production",15,Houston,TX
439,-22,Dillards,"6,423",0.10%,221.30,6201.7,30.80%,"$3,673","$2,289","31,400",Chairman &  Chief Executive Officer,Retailing,General Merchandisers,24,Little Rock,AR
440,-79,Assurant,"6,415",-14.80%,519.60,5895.4,-8.10%,"$31,843","$4,803","14,175","President, Chief Executive Officer &  Director",Financials,Insurance: Property and Casualty (Stock),14,New York,NY
441,-36,Franklin Resources,"6,392",-3.40%,"1,696.70",4695.3,-1.70%,"$17,534","$19,133","9,386",Chairman &  Chief Executive Officer,Financials,Securities,13,San Mateo,CA
442,16,Owens Corning,"6,384",12.50%,289.00,6095,-26.50%,"$8,632","$8,982","17,000","Chairman, President &  Chief Executive Officer",Materials,"Building Materials, Glass",24,Toledo,OH
443,-10,Motorola Solutions,"6,380",5.70%,-155.00,6535,-127.70%,"$8,208","$17,027","15,000",Chairman &  Chief Executive Officer,Technology,Network and Other Communications Equipment,24,Chicago,IL
444,2,NVR,"6,322",8.40%,537.50,5784.5,26.40%,"$2,989","$10,262","5,200","President, Chief Executive Officer &  Director",Engineering &  Construction,Homebuilders,9,Reston,VA
445,-3,Rockwell Automation,"6,311",7.30%,825.70,5485.3,13.20%,"$7,162","$22,260","22,000","Chairman, President &  Chief Executive Officer",Industrials,"Electronics, Electrical Equip.",24,Milwaukee,WI
446,-19,TreeHouse Foods,"6,307",2.10%,-286.20,6593.2,-,"$5,779","$2,159","13,489","President, Chief Executive Officer &  Director","Food, Beverages &  Tobacco",Food Consumer Products,2,Oak Brook,IL
447,101,Wynn Resorts,"6,306",41.20%,747.20,5558.8,208.80%,"$12,682","$19,778","25,200","President, Chief Executive Officer &  Director","Hotels, Restaurants &  Leisure","Hotels, Casinos, Resorts",5,Las Vegas,NV
448,19,Olin,"6,268",12.90%,549.50,5718.5,-,"$9,218","$5,081","6,400","Chairman, President &  Chief Executive Officer",Chemicals,Chemicals,5,Clayton,MO
449,144,American Axle & Manufacturing,"6,266",58.70%,337.10,5928.9,40.00%,"$7,883","$1,699","25,000",Chairman &  Chief Executive Officer,Motor Vehicles &  Parts,Motor Vehicles and Parts,4,Detroit,MI
450,-11,Old Republic International,"6,263",6.10%,560.50,5702.5,20.00%,"$19,404","$5,778","8,700",Chairman &  Chief Executive Officer,Financials,Insurance: Property and Casualty (Stock),7,Chicago,IL
451,31,Chemours,"6,183",14.50%,746.00,5437,10557.10%,"$7,293","$8,840","7,000","President, Chief Executive Officer &  Director",Chemicals,Chemicals,2,Wilmington,DE
452,-26,iHeartMedia,"6,178",-1.50%,-704.40,6882.4,-,"$12,257",$39,"18,700",Chairman &  Chief Executive Officer,Media,Entertainment,18,San Antonio,TX
453,-22,Ameren,"6,177",1.70%,523.00,5654,-19.90%,"$25,945","$13,740","8,615","Chairman, President &  Chief Executive Officer",Energy,Utilities: Gas and Electric,21,St. Louis,MO
454,8,Arthur J. Gallagher,"6,160",10.10%,463.10,5696.9,11.80%,"$12,897","$12,512","26,783","Chairman, President &  Chief Executive Officer",Financials,Diversified Financials,3,Rolling Meadows,IL
455,29,Celanese,"6,140",13.90%,843.00,5297,-6.30%,"$9,538","$13,611","7,592","Chairman, President &  Chief Executive Officer",Chemicals,Chemicals,13,Irving,TX
456,-59,Sealed Air,"6,131",-9.60%,814.90,5316.1,67.50%,"$5,280","$7,162","15,000","President, Chief Executive Officer &  Director",Materials,"Packaging, Containers",21,Charlotte,NC
457,0,UGI,"6,121",7.70%,436.60,5684.4,19.70%,"$11,582","$7,685","13,000","President, Chief Executive Officer &  Director",Energy,Energy,14,King of Prussia,PA
458,-10,Realogy Holdings,"6,114",5.20%,431.00,5683,102.30%,"$7,337","$3,568","11,800","President, Chief Executive Officer &  Director",Financials,Real estate,8,Madison,NJ
459,4,Burlington Stores,"6,110",9.30%,384.90,5725.1,78.30%,"$2,813","$9,018","40,000","Chairman, President &  Chief Executive Officer",Retailing,Specialty Retailers: Apparel,3,Burlington,NJ
460,-24,Regions Financial,"6,093",2.10%,"1,263.00",4830,8.60%,"$124,294","$20,861","21,714",Chairman &  Chief Executive Officer,Financials,Commercial Banks,20,Birmingham,AL
461,-20,AK Steel Holding,"6,081",3.40%,6.20,6074.8,-,"$4,296","$1,428","9,200",Chairman &  Chief Executive Officer,Materials,Metals,18,Beckett Ridge,OH
462,70,Securian Financial Group,"6,067",27.00%,418.90,5648.1,68.70%,"$51,232",-,"5,000","Chairman, President &  Chief Executive Officer",Financials,"Insurance: Life, Health (stock)",1,St Paul,MN
463,-4,S& P Global,"6,063",7.10%,"1,496.00",4567,-29.00%,"$9,425","$47,643","20,400","President, Chief Executive Officer &  Director",Business Services,Financial Data Services,24,New York,NY
464,-4,Markel,"6,062",8.00%,395.30,5666.7,-13.30%,"$32,805","$16,264","15,600",Co-Chief Executive Officer &  Director,Financials,Insurance: Property and Casualty (Stock),3,Glen Allen,VA
465,5,TravelCenters of America,"6,052",9.80%,9.30,6042.7,-,"$1,618",$144,"19,611",Chief Executive Officer &  Director,Retailing,Specialty Retailers: Other,11,Westlake,OH
466,-466,Conduent,"6,022",-,181.00,5841,-,"$7,548","$3,923","90,000",Chairman &  Chief Executive Officer,Business Services,Diversified Outsourcing Services,1,Florham Park,NJ
467,-12,M& T Bank Corp.,"6,019",5.20%,"1,408.30",4610.7,7.10%,"$118,594","$27,379","16,354",Chairman &  Chief Executive Officer,Financials,Commercial Banks,3,Buffalo,NY
468,-15,Clorox,"5,973",3.70%,701.00,5272,8.20%,"$4,573","$17,225","8,100",Chairman &  Chief Executive Officer,Household Products,Household and Personal Products,19,Oakland,CA
469,6,AmTrust Financial Services,"5,959",9.30%,-348.90,6307.9,-184.90%,"$25,219","$2,416","9,300","Chairman, President &  Chief Executive Officer",Financials,Insurance: Property and Casualty (Stock),2,New York,NY
470,186,KKR,"5,930",71.40%,"1,018.30",4911.7,229.20%,"$45,835","$9,882","1,184",Co-Chairman &  Co-Chief Executive Officer,Financials,Securities,6,New York,NY
471,53,Ulta Beauty,"5,885",21.20%,555.20,5329.8,35.50%,"$2,909","$12,459","24,200",Chairman &  Chief Executive Officer,Retailing,Specialty Retailers: Other,1,Bolingbrook,IL
472,-50,Yum Brands,"5,878",-7.70%,"1,340.00",4538,-17.20%,"$5,311","$28,307","60,000",Chief Executive Officer &  Director,"Hotels, Restaurants &  Leisure",Food Services,20,Louisville,KY
473,50,Regeneron Pharmaceuticals,"5,872",20.80%,"1,198.50",4673.5,33.80%,"$8,764","$37,087","6,200","President, Chief Executive Officer &  Director",Health Care,Pharmaceuticals,1,Tarrytown,NY
474,11,Windstream Holdings,"5,853",8.60%,"-2,116.60",7969.6,-,"$11,084",$289,"12,979","President, Chief Executive Officer &  Director",Telecommunications,Telecommunications,6,Little Rock,AR
475,51,Magellan Health,"5,838",20.70%,110.20,5727.8,41.50%,"$2,957","$2,605","10,700",Chairman &  Chief Executive Officer,Health Care,Health Care: Insurance and Managed Care,1,Scottsdale,AZ
476,7,Western & Southern Financial,"5,836",8.10%,310.40,5525.6,28.70%,"$46,395",-,"2,226","Chairman, President &  Chief Executive Officer",Financials,"Insurance: Life, Health (Mutual)",14,Cincinnati,OH
477,-40,Intercontinental Exchange,"5,834",-2.10%,"2,514.00",3320,76.80%,"$78,264","$42,132","4,952",Chairman &  Chief Executive Officer,Financials,Securities,2,Atlanta,GA
478,-22,Ingredion,"5,832",2.30%,519.00,5313,7.00%,"$6,080","$9,313","11,000","President, Chief Executive Officer &  Director","Food, Beverages &  Tobacco",Food Production,7,Westchester,IL
479,-18,Wyndham Destinations,"5,821",4.00%,871.00,4950,42.60%,"$10,403","$11,411","39,200",Chairman &  Chief Executive Officer,"Hotels, Restaurants &  Leisure","Hotels, Casinos, Resorts",5,Parsippany-Troy Hills,NJ
480,17,Toll Brothers,"5,815",12.50%,535.50,5279.5,40.10%,"$9,445","$6,566","4,500",Chairman &  Chief Executive Officer,Engineering &  Construction,Homebuilders,6,Horsham,PA
481,5,Seaboard,"5,809",8.00%,247.00,5562,-20.80%,"$5,161","$4,992","11,800","Chairman, President &  Chief Executive Officer","Food, Beverages &  Tobacco",Food Production,8,Merriam,KS
482,-1,Booz Allen Hamilton,"5,804",7.40%,252.50,5551.5,-14.10%,"$3,373","$5,617","23,300","President, Chief Executive Officer &  Director",Technology,Information Technology Services,8,McLean,VA
483,-19,First American Financial,"5,772",3.50%,423.00,5349,23.30%,"$9,573","$6,511","18,705",Chairman &  Chief Executive Officer,Financials,Insurance: Property and Casualty (Stock),4,Santa Ana,CA
484,-8,Cincinnati Financial,"5,732",5.20%,"1,045.00",4687,76.90%,"$21,843","$12,185","4,925","President, Chief Executive Officer &  Director",Financials,Insurance: Property and Casualty (Stock),4,Fairfield,OH
485,-41,Avon Products,"5,716",-2.30%,22.00,5694,-,"$3,698","$1,251","25,000",Chairman &  Chief Executive Officer,Household Products,Household and Personal Products,24,Rye,NY
486,15,Northern Trust,"5,716",11.10%,"1,199.00",4517,16.10%,"$138,591","$23,264","18,100","President, Chief Executive Officer &  Director",Financials,Commercial Banks,7,Chicago,IL
487,-16,Fiserv,"5,696",3.50%,"1,246.00",4450,34.00%,"$10,289","$29,466","24,000","President, Chief Executive Officer &  Director",Business Services,Financial Data Services,8,Brookfield,WI
488,-53,Harley-Davidson,"5,647",-5.80%,521.80,5125.2,-24.60%,"$9,973","$7,198","5,800","President, Chief Executive Officer &  Director",Transportation,Transportation Equipment,17,Milwaukee,WI
489,-489,Cheniere Energy,"5,601",336.50%,-393.00,5994,-,"$27,906","$12,703","1,230","President, Chief Executive Officer &  Director",Energy,Energy,1,Houston,TX
490,-24,Patterson,"5,593",0.70%,170.90,5422.1,-8.70%,"$3,508","$2,104","7,500","President, Chief Executive Officer &  Director",Wholesalers,Wholesalers: Health Care,2,St Paul,MN
491,42,Peabody Energy,"5,579",18.30%,-,,-,"$8,181","$4,649","7,100","President, Chief Executive Officer &  Director",Energy,"Mining, Crude-Oil Production",13,St. Louis,MO
